SessionID,CustomerID,SessionDate,PageViews,BounceRate,TimeOnSite_Min
640,404,2022-04-18,7,0.4,12.62
641,3058,2021-03-22,7,0.71,4.39
642,3873,2021-09-17,4,0.34,7.22
643,1004,2021-07-29,10,0.43,4.2
644,1314,2020-10-06,10,0.82,3.07
645,2080,2021-06-10,3,0.5,9.63
646,88,2021-08-16,6,0.1,4.06
647,2411,2021-09-25,4,0.54,9.94
648,2636,2022-01-09,5,0.89,1.7
649,1444,2021-07-19,2,0.58,1.12
650,1106,2022-03-04,5,0.48,11.52
651,3448,2021-01-27,10,0.48,13.73
652,211,2020-07-09,7,0.23,2.06
653,3334,2023-01-08,10,0.49,4.31
654,955,2020-08-30,7,0.11,8.46
655,2109,2021-12-07,10,0.19,8.79
656,3055,2022-06-05,5,0.49,11.09
657,2615,2022-07-09,7,0.39,9.6
658,3278,2021-08-21,9,0.38,7.31
659,3540,2022-10-08,9,0.7,10.56
660,2151,2020-12-30,6,0.46,4.43
661,1983,2021-12-20,9,0.3,4.67
662,2474,2021-12-17,7,0.15,7.09
663,2193,2021-03-26,6,0.24,7.7
664,2092,2022-04-06,8,0.49,4.32
665,362,2022-12-16,2,0.21,8.11
666,594,2020-04-30,8,0.46,6.37
667,3483,2020-04-22,10,0.17,8.68
668,1497,2022-07-27,9,0.48,6.23
669,772,2023-01-01,9,0.78,4.09
670,2650,2022-06-21,10,0.13,11.91
671,1241,2022-10-26,6,0.57,5.48
672,1205,2021-05-23,2,0.45,6.32
673,3727,2021-03-14,6,0.33,5.52
674,2872,2022-08-01,2,0.56,4.88
675,1281,2021-01-27,5,0.43,13.04
676,93,2020-06-10,2,0.88,3.64
677,520,2020-10-11,4,0.85,13.74
678,2183,2021-07-08,6,0.29,6.21
679,3084,2022-07-29,6,0.59,7.61
680,217,2023-02-02,9,0.12,6.54
681,999,2021-10-21,9,0.25,10.85
682,2015,2022-04-07,7,0.83,8.35
683,1503,2022-05-28,8,0.71,5.55
684,2483,2020-09-09,9,0.62,8.73
685,2845,2021-12-20,4,0.47,14.15
686,3979,2021-11-02,1,0.57,7.56
687,2824,2022-02-03,10,0.61,8.22
688,3829,2020-04-16,7,0.78,6.77
689,654,2022-06-16,8,0.63,14.94
690,1558,2022-07-02,6,0.84,14.67
691,2600,2020-06-13,5,0.32,6.09
692,101,2023-02-17,8,0.66,9.41
693,1527,2021-05-17,10,0.82,11.21
694,3376,2020-07-16,2,0.11,7.18
695,2166,2022-05-30,3,0.65,3.07
696,3602,2023-02-27,3,0.46,3.22
697,226,2022-11-21,7,0.29,5.66
698,1137,2020-05-29,2,0.69,6.95
699,3979,2023-02-07,2,0.47,5.47
700,3456,2020-10-19,9,0.77,14.4
701,364,2021-06-11,3,0.32,9.93
702,540,2021-06-16,2,0.67,9.26
703,2401,2021-12-16,8,0.64,14.75
704,1919,2021-01-12,5,0.11,5.61
705,3457,2022-08-12,4,0.65,12.29
706,3644,2022-06-28,4,0.69,5.74
707,2322,2020-12-21,3,0.45,4.04
708,1363,2022-02-01,6,0.13,7.35
709,2675,2020-07-11,6,0.17,3.66
710,1018,2022-03-27,7,0.58,7.28
711,1750,2021-02-13,3,0.53,5.45
712,270,2021-05-13,4,0.54,11.94
713,1398,2023-03-12,8,0.79,8.29
714,3846,2021-11-08,4,0.46,13.28
715,3724,2020-05-23,3,0.19,14.7
716,281,2022-07-26,3,0.35,4.12
717,1233,2022-03-12,8,0.29,13.19
718,499,2021-03-04,4,0.55,12.6
719,1440,2022-02-04,6,0.52,1.47
720,3763,2021-02-08,5,0.65,8.03
721,1670,2020-07-31,9,0.84,6.93
722,1776,2021-05-12,4,0.53,6.96
723,3244,2022-08-25,1,0.85,7.65
724,1157,2021-01-29,6,0.55,7.28
725,1463,2023-03-08,6,0.33,12.35
726,3991,2020-08-24,8,0.49,10.23
727,2040,2022-06-12,1,0.33,3.5
728,3268,2020-08-11,10,0.69,8.67
729,3823,2021-01-21,9,0.83,12.28
730,3795,2022-03-03,8,0.22,5.8
731,2057,2020-10-25,5,0.7,11.98
732,1869,2020-11-22,1,0.52,3.14
733,3847,2022-10-03,1,0.73,2.2
734,798,2021-02-07,8,0.69,14.11
735,1965,2022-06-17,10,0.3,6.68
736,1899,2020-04-11,9,0.64,6.99
737,3834,2021-07-19,2,0.37,6.13
738,477,2021-09-10,7,0.17,10.07
739,3901,2020-04-11,5,0.45,10.16
740,218,2023-01-05,1,0.13,12.61
741,3318,2021-03-23,9,0.34,14.29
742,2457,2020-04-06,10,0.21,9.77
743,1686,2022-12-24,7,0.8,8.99
744,907,2022-06-25,7,0.35,12.05
745,1548,2021-03-24,4,0.37,10.09
746,1420,2021-06-05,1,0.84,4.15
747,1808,2022-08-30,4,0.55,6.65
748,947,2020-09-21,3,0.8,5.26
749,601,2023-01-12,9,0.83,2.36
750,1969,2020-08-04,9,0.68,4.3
751,2515,2021-12-16,5,0.8,10.35
752,3202,2021-06-19,5,0.62,13.21
753,3337,2022-05-02,7,0.42,4.47
754,734,2022-01-01,1,0.72,11.21
755,1477,2021-05-02,6,0.27,13.7
756,829,2022-09-19,1,0.32,14.62
757,316,2021-01-13,9,0.74,6.84
758,603,2022-04-12,6,0.18,1.14
759,2730,2021-02-01,7,0.19,7.13
760,3265,2022-08-20,10,0.5,7.27
761,3868,2023-03-09,8,0.76,14.33
762,2351,2021-12-24,2,0.81,14.57
763,3906,2022-08-11,9,0.18,13.51
764,1884,2020-08-27,9,0.34,9.44
765,3856,2021-02-11,9,0.18,1.77
766,1133,2021-03-30,5,0.36,13.98
767,378,2022-04-08,3,0.4,4.24
768,913,2023-01-04,6,0.28,2.51
769,2328,2020-10-22,7,0.57,7.33
770,3912,2023-03-22,3,0.73,14.22
771,1047,2020-12-07,6,0.84,12.08
772,1838,2022-12-14,5,0.49,6.09
773,996,2022-04-28,1,0.6,10.07
774,2362,2023-03-17,8,0.2,13.65
775,3954,2022-08-16,2,0.71,11.84
776,2451,2020-09-08,7,0.13,4.89
777,1195,2022-08-16,2,0.31,13.72
778,3771,2020-07-26,8,0.17,6.84
779,2339,2021-10-18,5,0.31,2.47
780,3957,2021-09-19,7,0.31,14.56
781,1984,2021-02-17,3,0.58,12.08
782,524,2023-01-19,5,0.68,6.17
783,3456,2022-09-18,10,0.74,2.6
784,2898,2021-01-14,8,0.55,4.56
785,1846,2021-10-20,8,0.76,2.89
786,1405,2023-03-06,4,0.75,12.31
787,1065,2022-05-23,4,0.58,14.03
788,2229,2022-07-10,5,0.82,12.43
789,2938,2021-04-22,1,0.66,7.8
790,1976,2020-05-24,5,0.45,12.83
791,3191,2020-12-28,1,0.74,7.09
792,7,2020-08-16,4,0.38,4.95
793,675,2021-02-05,6,0.37,2.21
794,1058,2021-12-09,3,0.75,7.02
795,2008,2022-04-27,2,0.27,4.58
796,3402,2020-07-08,6,0.38,12.79
797,986,2021-12-25,6,0.32,2.86
798,914,2020-06-19,3,0.79,5.75
799,1016,2023-01-08,7,0.82,8.05
800,2026,2021-04-06,9,0.82,10.06
801,557,2021-04-15,3,0.66,7.14
802,1138,2022-05-23,2,0.22,3.63
803,2672,2021-07-27,1,0.65,3.58
804,2150,2020-07-22,4,0.49,14.11
805,185,2022-04-06,3,0.43,3.22
806,3118,2022-06-19,4,0.22,6.73
807,899,2022-03-08,8,0.83,7.01
808,2592,2021-12-19,7,0.81,5.7
809,3686,2020-04-21,9,0.79,9.13
810,3923,2020-11-27,7,0.53,7.25
811,3350,2022-06-03,5,0.57,3.11
812,428,2022-05-07,5,0.31,9.55
813,2090,2021-07-26,4,0.43,5.85
814,2929,2022-10-16,3,0.89,12.61
815,271,2020-04-23,7,0.5,10.93
816,1420,2022-04-04,1,0.83,5.62
817,1036,2020-12-05,7,0.82,10.05
818,2305,2022-01-03,3,0.13,2.06
819,2003,2023-03-10,4,0.8,7.77
820,1665,2023-03-02,1,0.37,5.23
821,2076,2021-04-25,9,0.64,4.1
822,2753,2022-07-04,2,0.62,12.14
823,3673,2022-05-31,9,0.11,6.57
824,3633,2020-07-20,9,0.75,3.21
825,2723,2020-04-06,3,0.53,13.16
826,1709,2021-09-08,4,0.5,12.71
827,1263,2023-03-16,6,0.86,2.01
828,1579,2020-05-18,5,0.72,10.35
829,3832,2021-04-21,10,0.49,13.73
830,2115,2022-09-30,8,0.3,12.33
831,3332,2020-08-15,10,0.74,1.3
832,203,2022-01-09,7,0.11,6.88
833,3967,2022-04-17,4,0.67,5.95
834,3236,2022-07-14,7,0.13,2.98
835,811,2020-07-25,3,0.35,14.33
836,473,2020-12-26,10,0.21,14.06
837,712,2022-07-05,2,0.61,8.7
838,2621,2022-06-03,7,0.87,2.39
839,3797,2023-02-04,6,0.13,6.82
840,213,2021-04-14,1,0.52,1.46
841,1808,2022-02-20,8,0.78,13.46
842,1823,2022-11-03,1,0.42,10.93
843,3415,2022-12-11,2,0.13,14.98
844,2437,2021-03-10,6,0.25,14.38
845,1989,2022-10-22,7,0.43,6.24
846,2429,2023-01-02,4,0.43,2.3
847,2410,2022-07-18,9,0.84,10.43
848,2898,2021-08-24,2,0.33,7.2
849,3941,2022-12-12,8,0.89,1.75
850,3398,2022-08-30,2,0.84,11.56
851,1336,2021-03-13,1,0.26,1.14
852,1217,2020-06-29,1,0.83,5.78
853,130,2022-08-12,3,0.42,1.55
854,3992,2020-11-28,3,0.89,14.1
855,698,2021-01-11,5,0.51,5.57
856,1933,2022-02-26,10,0.52,8.48
857,3370,2022-12-30,10,0.24,4.23
858,1276,2022-06-12,4,0.53,13.46
859,562,2020-08-28,3,0.58,12.57
860,643,2021-05-31,3,0.56,10.39
861,2498,2022-01-22,6,0.3,2.57
862,904,2022-09-06,4,0.54,14.31
863,2905,2021-09-24,8,0.72,6.15
864,632,2021-04-24,2,0.5,6.63
865,885,2022-10-10,6,0.58,7.36
866,1044,2021-08-05,1,0.48,9.81
867,2034,2021-04-16,3,0.69,4.77
868,842,2022-01-16,4,0.42,14.82
869,1004,2022-10-04,4,0.48,5.91
870,36,2022-06-12,1,0.32,13.85
871,17,2020-11-17,4,0.53,6.05
872,1291,2021-04-13,8,0.7,14.57
873,1968,2020-12-27,10,0.14,3.64
874,3169,2020-06-06,3,0.18,13.3
875,3194,2022-02-11,6,0.89,10.89
876,1658,2020-12-17,5,0.25,4.31
877,1692,2022-12-09,7,0.56,4.7
878,1280,2021-07-11,1,0.17,6.68
879,2667,2022-06-04,10,0.64,14.85
880,2137,2022-01-04,6,0.25,12.89
881,3956,2020-09-01,3,0.89,12.33
882,3109,2023-02-19,1,0.65,3.9
883,280,2020-08-11,5,0.2,6.41
884,3957,2021-09-12,4,0.19,2.32
885,2866,2022-01-31,9,0.86,3.66
886,234,2023-02-08,2,0.48,10.68
887,549,2020-12-04,10,0.74,5.13
888,2247,2021-03-26,5,0.14,11.67
889,751,2020-06-20,10,0.39,8.76
890,1108,2023-03-16,1,0.1,12.62
891,2335,2021-11-25,7,0.72,12.17
892,1560,2022-05-15,6,0.23,6.84
893,1529,2022-08-07,6,0.58,2.22
894,1319,2020-05-16,4,0.39,4.69
895,3713,2020-07-10,1,0.22,3.6
896,3252,2023-02-20,7,0.48,2.37
897,3638,2022-09-12,7,0.36,6.93
898,2651,2021-06-09,5,0.56,14.54
899,3471,2021-11-21,8,0.45,5.03
900,1775,2022-05-04,10,0.14,7.59
901,3316,2020-05-29,6,0.25,2.8
902,3721,2020-08-10,10,0.84,12.86
903,108,2021-06-05,6,0.23,14.79
904,3661,2023-03-30,9,0.47,13.78
905,1485,2020-07-30,9,0.58,11.0
906,3363,2020-11-20,9,0.79,2.38
907,1173,2022-08-21,6,0.79,2.59
908,2002,2020-04-02,5,0.23,4.68
909,3334,2021-05-02,5,0.66,8.01
910,1075,2021-07-03,5,0.87,7.15
911,3331,2022-02-09,4,0.45,13.92
912,2328,2020-09-11,5,0.17,13.48
913,1773,2020-12-03,7,0.42,5.5
914,3956,2020-05-28,1,0.53,7.66
915,3327,2022-08-21,4,0.3,13.5
916,3931,2021-02-08,8,0.42,13.69
917,2764,2022-01-13,1,0.41,3.89
918,1084,2020-10-17,2,0.18,2.76
919,360,2021-06-17,9,0.28,2.27
920,2701,2022-08-01,2,0.46,1.41
921,757,2022-02-23,6,0.48,6.33
922,3710,2021-07-22,5,0.11,1.89
923,1173,2022-05-23,6,0.33,2.82
924,2693,2021-08-26,1,0.67,13.22
925,1629,2021-12-17,3,0.78,2.05
926,342,2021-01-14,5,0.26,11.67
927,3125,2021-02-27,5,0.87,10.9
928,2819,2022-02-26,2,0.3,14.98
929,2690,2022-07-25,5,0.63,14.2
930,1285,2022-12-31,5,0.83,8.39
931,1390,2022-08-12,4,0.86,1.87
932,2857,2022-01-22,5,0.2,2.03
933,782,2023-03-28,7,0.84,4.66
934,1461,2020-07-19,4,0.51,14.29
935,2062,2022-04-16,6,0.18,10.82
936,3116,2021-03-10,3,0.29,13.87
937,2635,2020-10-19,7,0.35,1.9
938,1063,2022-03-04,5,0.44,5.55
939,2476,2022-03-15,2,0.86,11.53
940,1275,2021-12-24,10,0.73,1.13
941,3877,2020-05-10,6,0.62,5.03
942,3044,2023-03-29,4,0.48,14.99
943,934,2022-01-07,4,0.61,5.07
944,2713,2021-01-18,4,0.61,11.6
945,591,2022-11-06,8,0.53,12.87
946,1433,2023-01-05,8,0.53,9.07
947,1196,2023-03-03,8,0.7,1.75
948,3004,2021-08-29,9,0.28,1.19
949,1649,2022-12-22,6,0.61,14.54
950,1919,2020-07-12,8,0.35,7.98
951,2397,2021-04-09,5,0.66,6.2
952,114,2021-12-25,8,0.3,11.63
953,1619,2022-08-14,1,0.18,6.97
954,3143,2022-09-01,3,0.77,6.08
955,3455,2022-09-22,2,0.63,12.78
956,522,2020-06-16,6,0.14,14.77
957,2813,2022-01-23,4,0.48,2.16
958,2098,2021-10-11,9,0.36,6.57
959,1777,2022-04-08,8,0.31,1.25
960,1101,2021-06-28,6,0.24,1.3
961,2034,2020-07-25,1,0.58,7.76
962,1965,2023-03-21,3,0.5,8.43
963,3195,2022-01-02,3,0.41,8.07
964,834,2022-10-10,4,0.69,9.49
965,2332,2022-08-01,5,0.16,14.16
966,3449,2021-04-25,2,0.58,13.07
967,684,2022-12-28,7,0.24,7.83
968,2977,2021-03-07,1,0.51,8.46
969,3235,2022-01-06,7,0.5,3.82
970,3360,2021-12-20,3,0.87,12.5
971,512,2021-04-14,10,0.37,2.95
972,800,2023-02-14,3,0.72,13.33
973,1349,2021-04-19,4,0.86,3.6
974,1534,2022-04-09,8,0.5,5.85
975,2243,2021-10-30,9,0.78,14.2
976,367,2022-01-07,2,0.44,10.65
977,2803,2020-08-12,5,0.17,4.91
978,548,2022-05-28,8,0.62,7.92
979,1155,2021-05-29,4,0.35,7.89
980,3554,2021-10-02,5,0.24,11.98
981,3797,2021-03-10,3,0.11,4.54
982,3255,2021-09-15,8,0.58,13.55
983,3611,2022-04-19,2,0.4,8.11
984,181,2022-03-05,10,0.67,5.02
985,2299,2022-04-19,1,0.88,10.28
986,1023,2022-05-11,3,0.63,12.86
987,3036,2022-06-24,4,0.86,13.65
988,1349,2021-10-15,10,0.39,10.65
989,492,2022-08-23,8,0.5,12.21
990,230,2020-11-01,4,0.42,10.4
991,332,2023-03-05,8,0.27,9.19
992,2906,2022-11-03,3,0.28,11.1
993,422,2021-06-04,7,0.87,11.99
994,2825,2021-09-09,3,0.57,2.19
995,767,2022-05-25,2,0.18,13.43
996,1019,2021-03-30,4,0.62,1.71
997,2457,2022-01-04,8,0.36,6.22
998,399,2020-07-24,3,0.79,6.67
999,2221,2022-07-12,5,0.86,12.65
1000,2243,2023-02-23,2,0.24,2.95
1001,3147,2022-06-07,3,0.28,3.38
1002,3745,2023-03-21,9,0.49,4.49
1003,2143,2021-01-24,8,0.15,11.75
1004,1296,2022-02-13,5,0.27,12.63
1005,1521,2021-06-28,4,0.48,14.78
1006,2571,2021-07-29,9,0.8,14.42
1007,2331,2022-07-20,8,0.59,2.73
1008,1580,2022-08-27,7,0.75,11.37
1009,2077,2020-12-15,3,0.4,1.76
1010,2554,2021-01-21,10,0.9,9.34
1011,781,2022-11-19,2,0.4,9.74
1012,2817,2021-11-08,8,0.77,5.22
1013,3962,2020-05-29,9,0.55,11.82
1014,659,2021-06-13,9,0.1,7.22
1015,2848,2020-10-20,8,0.81,12.26
1016,686,2021-05-23,2,0.18,12.1
1017,1219,2021-05-20,1,0.64,9.05
1018,165,2021-08-17,3,0.34,6.13
1019,1615,2020-04-07,1,0.45,7.84
1020,2895,2021-01-09,1,0.36,4.26
1021,848,2021-09-28,6,0.62,8.11
1022,3826,2021-11-27,4,0.83,8.72
1023,3787,2022-05-12,2,0.72,1.38
1024,742,2022-12-21,3,0.55,11.44
1025,3351,2020-07-06,6,0.15,14.03
1026,2058,2020-11-28,5,0.49,9.28
1027,3637,2020-10-05,3,0.87,8.22
1028,2705,2022-04-15,4,0.47,14.89
1029,3642,2022-06-13,5,0.18,13.38
1030,1654,2020-12-25,4,0.69,7.25
1031,2334,2022-11-16,7,0.43,10.53
1032,2083,2021-08-31,1,0.62,10.28
1033,3281,2022-09-30,4,0.71,4.26
1034,3956,2022-08-11,10,0.73,1.97
1035,1078,2022-07-29,2,0.9,14.85
1036,2713,2020-07-21,6,0.37,4.08
1037,3638,2021-12-10,4,0.49,11.17
1038,161,2020-09-16,5,0.65,4.23
1039,182,2020-04-06,10,0.16,7.53
1040,2882,2021-03-30,8,0.56,10.13
1041,2274,2022-02-10,7,0.18,8.54
1042,29,2021-12-30,1,0.82,5.02
1043,3900,2021-02-18,9,0.2,7.68
1044,3275,2020-12-08,7,0.25,4.78
1045,730,2022-10-03,3,0.34,8.82
1046,3759,2021-06-28,4,0.22,13.31
1047,2422,2020-04-04,1,0.71,14.23
1048,1819,2021-03-13,10,0.63,1.34
1049,231,2022-05-30,7,0.75,14.16
1050,893,2020-05-19,2,0.2,12.4
1051,3514,2021-07-17,1,0.6,7.67
1052,201,2021-02-27,1,0.78,5.39
1053,1469,2022-05-03,1,0.84,8.52
1054,3584,2021-05-02,10,0.7,12.05
1055,2553,2020-08-18,9,0.79,14.13
1056,2634,2022-11-28,5,0.36,5.57
1057,1791,2020-11-30,9,0.72,12.54
1058,414,2022-02-08,5,0.34,3.6
1059,1308,2022-11-06,5,0.14,14.41
1060,3332,2022-08-01,2,0.88,13.9
1061,2575,2020-04-15,7,0.49,14.82
1062,2995,2022-06-06,10,0.73,1.68
1063,272,2021-11-05,8,0.74,9.42
1064,1374,2021-08-09,4,0.13,14.73
1065,3531,2021-08-09,4,0.81,13.1
1066,472,2020-10-04,5,0.8,5.89
1067,345,2020-04-24,1,0.41,7.7
1068,3210,2022-06-24,2,0.77,11.97
1069,3645,2022-01-02,7,0.39,8.27
1070,3221,2020-09-05,1,0.11,13.45
1071,3445,2022-11-11,1,0.33,6.77
1072,2160,2022-10-10,5,0.6,6.39
1073,3171,2022-03-20,5,0.69,8.5
1074,2756,2020-04-05,6,0.24,6.69
1075,2605,2022-05-11,9,0.56,2.99
1076,3457,2022-05-21,7,0.44,5.43
1077,2526,2021-02-16,1,0.17,3.69
1078,1014,2022-11-27,8,0.58,11.34
1079,985,2021-02-15,9,0.19,10.35
1080,3407,2023-02-18,7,0.38,10.54
1081,652,2020-08-03,1,0.55,2.65
1082,3691,2021-03-31,6,0.58,5.32
1083,3930,2020-10-16,6,0.85,7.15
1084,1463,2022-11-23,8,0.31,9.85
1085,2032,2021-07-17,8,0.86,7.78
1086,380,2020-05-21,4,0.75,12.66
1087,3912,2020-12-15,1,0.65,13.5
1088,869,2023-02-15,4,0.2,7.42
1089,3818,2022-04-02,1,0.23,5.3
1090,2186,2021-10-23,2,0.43,4.56
1091,3741,2022-10-01,5,0.4,6.87
1092,3372,2021-06-26,9,0.59,11.63
1093,209,2021-01-08,5,0.17,10.3
1094,2820,2021-10-10,3,0.51,11.82
1095,2361,2020-06-06,4,0.79,9.86
1096,2427,2020-07-12,5,0.71,14.07
1097,157,2021-12-18,3,0.72,7.41
1098,1022,2021-11-02,10,0.17,13.03
1099,23,2022-02-26,9,0.83,9.05
1100,3653,2021-10-19,1,0.81,9.04
1101,2709,2021-10-19,7,0.37,11.65
1102,3785,2021-08-10,5,0.82,4.28
1103,310,2022-04-08,3,0.62,5.05
1104,1278,2021-07-13,8,0.55,10.02
1105,3971,2022-06-20,4,0.48,10.33
1106,3362,2021-11-09,7,0.74,12.95
1107,3276,2021-02-24,4,0.46,1.63
1108,3788,2022-12-12,5,0.79,5.91
1109,34,2020-11-17,2,0.78,7.36
1110,1134,2022-08-11,3,0.78,9.0
1111,477,2020-07-20,8,0.45,7.41
1112,3769,2020-04-17,7,0.7,10.69
1113,2840,2023-03-01,10,0.2,3.66
1114,3450,2023-01-31,3,0.4,4.54
1115,1834,2022-05-10,10,0.63,9.56
1116,2338,2023-02-05,8,0.45,9.11
1117,2747,2020-04-05,9,0.73,6.89
1118,3328,2021-09-12,6,0.56,1.37
1119,44,2021-12-04,7,0.69,3.98
1120,3957,2020-07-02,7,0.49,10.26
1121,1976,2021-09-07,8,0.48,7.74
1122,2410,2021-08-02,5,0.13,12.27
1123,1640,2022-04-14,1,0.21,6.11
1124,3188,2021-02-21,2,0.39,14.48
1125,834,2022-06-23,10,0.33,9.96
1126,1175,2022-11-28,10,0.8,5.49
1127,2612,2021-06-15,3,0.4,14.91
1128,2306,2020-09-27,8,0.31,13.69
1129,1322,2020-06-18,5,0.39,11.26
1130,1242,2022-09-06,7,0.85,14.15
1131,2781,2021-12-20,4,0.29,5.74
1132,998,2020-04-11,3,0.1,13.67
1133,3963,2020-05-15,1,0.9,13.58
1134,566,2022-01-31,1,0.65,3.25
1135,3580,2021-11-11,3,0.52,10.89
1136,2554,2020-09-28,8,0.41,5.58
1137,3202,2021-12-25,9,0.5,14.25
1138,3558,2023-02-12,10,0.89,12.78
1139,2000,2020-07-13,7,0.75,1.32
1140,531,2023-01-21,7,0.75,8.56
1141,1124,2021-09-15,8,0.45,13.25
1142,3101,2021-01-26,9,0.24,13.66
1143,3305,2020-08-02,5,0.26,6.05
1144,325,2022-02-14,8,0.58,6.57
1145,1729,2021-11-09,7,0.38,7.69
1146,3403,2021-12-22,9,0.3,4.89
1147,2284,2020-05-03,7,0.9,8.9
1148,2552,2023-03-13,10,0.19,3.7
1149,3549,2020-12-12,10,0.37,12.96
1150,2099,2021-06-30,3,0.37,3.46
1151,3624,2021-06-28,2,0.41,2.04
1152,2774,2023-03-14,10,0.48,1.87
1153,3858,2021-11-03,9,0.21,1.75
1154,2446,2021-11-07,1,0.52,3.75
1155,1928,2022-10-21,10,0.11,3.92
1156,51,2022-03-21,5,0.29,12.64
1157,3622,2023-03-28,10,0.79,3.46
1158,3249,2022-10-04,10,0.33,8.73
1159,536,2020-08-20,7,0.64,9.94
1160,3501,2022-06-02,10,0.19,10.03
1161,1025,2020-08-10,10,0.78,6.89
1162,3224,2021-06-30,1,0.3,14.87
1163,125,2021-02-25,3,0.54,14.91
1164,2582,2021-03-24,5,0.45,6.0
1165,3634,2023-03-09,2,0.88,10.15
1166,3489,2021-11-23,4,0.76,8.88
1167,717,2022-11-19,6,0.58,6.39
1168,3100,2022-03-03,7,0.62,4.55
1169,1173,2021-08-23,10,0.86,5.06
1170,826,2022-03-13,9,0.64,11.09
1171,274,2021-08-30,5,0.81,8.42
1172,539,2021-10-15,7,0.29,11.07
1173,746,2021-05-14,5,0.6,9.82
1174,1072,2021-12-02,1,0.69,1.14
1175,2060,2020-04-26,8,0.48,2.91
1176,3198,2021-11-19,8,0.56,12.4
1177,2043,2022-08-13,3,0.39,14.28
1178,1510,2021-01-21,6,0.26,6.94
1179,3343,2021-05-22,10,0.22,13.07
1180,1761,2021-01-06,9,0.3,7.52
1181,3620,2022-01-10,9,0.67,11.67
1182,3643,2020-05-04,10,0.81,11.27
1183,2553,2021-11-01,10,0.77,13.05
1184,294,2021-01-27,3,0.78,14.55
1185,2833,2021-04-01,3,0.51,7.72
1186,1731,2022-06-25,9,0.41,9.63
1187,3089,2022-07-29,5,0.11,6.31
1188,1375,2020-12-01,10,0.4,9.69
1189,3077,2022-12-05,6,0.25,11.49
1190,487,2021-07-27,6,0.49,2.04
1191,3959,2022-11-01,1,0.21,5.0
1192,1073,2023-03-31,2,0.66,1.11
1193,258,2022-10-02,10,0.16,9.33
1194,333,2022-02-06,4,0.73,4.48
1195,534,2022-10-02,3,0.44,7.13
1196,1114,2021-12-13,5,0.6,4.11
1197,1320,2021-11-07,6,0.12,9.15
1198,4000,2020-06-17,4,0.82,10.26
1199,3821,2022-07-29,2,0.68,8.16
1200,2248,2023-03-30,7,0.45,4.15
1201,2771,2023-03-01,4,0.48,10.72
1202,1019,2020-09-27,8,0.32,3.67
1203,2223,2022-06-08,6,0.43,1.39
1204,2947,2022-03-26,4,0.11,14.21
1205,3582,2021-08-11,4,0.46,4.3
1206,1205,2022-06-13,8,0.75,10.23
1207,3911,2022-08-12,1,0.18,13.34
1208,3985,2020-05-27,10,0.24,3.19
1209,1127,2021-06-23,10,0.78,13.87
1210,1417,2020-09-15,5,0.11,1.0
1211,2673,2021-06-24,4,0.52,5.68
1212,682,2022-12-20,7,0.84,1.74
1213,46,2020-05-01,2,0.88,4.79
1214,2602,2021-01-25,9,0.68,12.68
1215,434,2022-01-11,2,0.15,8.8
1216,3824,2021-03-13,1,0.87,5.75
1217,1413,2021-07-20,6,0.7,13.92
1218,206,2022-06-27,10,0.85,9.56
1219,1390,2022-02-21,1,0.76,3.12
1220,1983,2021-05-10,10,0.72,12.18
1221,922,2021-09-01,8,0.9,9.5
1222,2165,2020-09-11,1,0.78,4.59
1223,1775,2020-11-01,6,0.4,5.44
1224,952,2021-11-28,1,0.77,3.37
1225,3631,2020-10-05,7,0.79,11.6
1226,2799,2022-08-24,10,0.8,10.28
1227,2677,2021-04-10,7,0.71,11.93
1228,3197,2022-03-01,6,0.78,13.32
1229,1476,2022-11-08,3,0.5,7.99
1230,2183,2020-06-27,5,0.55,12.58
1231,444,2020-12-12,7,0.14,14.5
1232,2909,2020-12-02,2,0.55,10.4
1233,2800,2023-01-13,6,0.83,1.59
1234,439,2022-10-31,7,0.49,8.68
1235,2279,2021-02-18,1,0.31,11.28
1236,3194,2020-05-05,5,0.82,4.91
1237,746,2022-10-21,10,0.88,4.65
1238,2225,2022-12-31,7,0.49,9.81
1239,268,2023-03-05,9,0.15,5.85
1240,2077,2021-06-27,2,0.36,2.73
1241,500,2021-07-02,9,0.63,14.71
1242,3467,2021-03-01,7,0.51,13.29
1243,3862,2020-07-18,1,0.33,4.57
1244,3919,2023-03-03,10,0.63,2.63
1245,3145,2020-12-10,1,0.46,6.35
1246,1608,2020-08-10,2,0.45,1.15
1247,3742,2021-02-01,9,0.16,4.71
1248,1845,2021-06-01,6,0.56,3.16
1249,67,2021-08-16,10,0.7,12.02
1250,3117,2021-08-27,7,0.69,10.56
1251,2739,2022-02-12,5,0.2,7.43
1252,218,2022-10-30,6,0.13,12.15
1253,1903,2022-11-05,1,0.16,12.64
1254,3924,2022-10-14,6,0.71,2.55
1255,1032,2020-05-18,1,0.1,7.28
1256,495,2020-06-03,9,0.3,8.1
1257,3918,2022-04-09,6,0.47,2.44
1258,3619,2021-01-14,8,0.49,1.64
1259,2795,2021-09-15,8,0.2,2.29
1260,1029,2021-12-15,3,0.54,4.26
1261,1182,2021-11-23,2,0.31,1.15
1262,3045,2022-08-14,3,0.19,3.22
1263,3483,2022-04-24,6,0.6,8.49
1264,316,2020-10-21,7,0.86,7.49
1265,252,2021-04-23,1,0.82,10.49
1266,1093,2020-06-29,3,0.65,1.63
1267,608,2021-11-14,10,0.75,12.31
1268,1453,2022-12-22,7,0.57,12.86
