OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,TotalAmount
1647,128,7,2022-01-10,3,89.99,269.96999999999997
1648,592,4,2023-02-02,1,39.99,39.99
1649,2790,8,2022-06-16,1,99.99,99.99
1650,2721,3,2020-07-09,2,179.99,359.98
1651,887,1,2020-10-07,3,129.99,389.97
1652,1464,2,2023-01-23,1,199.99,199.99
1653,94,1,2022-07-15,1,129.99,129.99
1654,1794,6,2021-01-08,1,149.99,149.99
1655,1912,6,2020-11-03,2,149.99,299.98
1656,950,4,2022-09-13,3,39.99,119.97
1657,2212,3,2020-11-13,1,179.99,179.99
1658,1466,5,2021-04-13,1,249.99,249.99
1660,2780,8,2023-01-05,2,99.99,199.98
1661,316,3,2022-12-05,2,179.99,359.98
1662,1593,3,2022-12-29,1,179.99,179.99
1663,2254,2,2020-10-29,3,199.99,599.97
1664,509,7,2021-05-19,1,89.99,89.99
1665,747,8,2021-11-18,3,99.99,299.96999999999997
1666,2108,5,2022-08-19,3,249.99,749.97
1667,3857,4,2022-05-03,1,39.99,39.99
1668,1660,3,2020-10-31,2,179.99,359.98
1669,2749,2,2021-01-14,1,199.99,199.99
1671,3285,8,2021-03-18,1,99.99,99.99
1672,2843,1,2022-03-28,3,129.99,389.97
1673,3374,6,2021-02-17,2,149.99,299.98
1674,3310,3,2021-03-24,2,179.99,359.98
1675,2458,1,2022-04-25,2,129.99,259.98
1676,3474,6,2022-08-15,2,149.99,299.98
1677,141,2,2021-05-25,2,199.99,399.98
1678,3115,2,2020-06-22,1,199.99,199.99
1679,1029,5,2021-11-22,3,249.99,749.97
1680,315,7,2023-02-14,1,89.99,89.99
1681,658,4,2020-07-09,3,39.99,119.97
1682,418,2,2021-02-11,2,199.99,399.98
1683,3189,8,2022-06-09,1,99.99,99.99
1684,909,7,2022-01-03,1,89.99,89.99
1685,2263,6,2022-05-05,2,149.99,299.98
1686,550,4,2021-07-12,3,39.99,119.97
1687,1536,5,2022-06-19,3,249.99,749.97
1688,3151,1,2021-08-21,2,129.99,259.98
1689,429,6,2022-05-11,1,149.99,149.99
1690,2440,1,2022-05-19,3,129.99,389.97
1691,1573,4,2021-04-15,3,39.99,119.97
1693,3801,7,2021-05-18,2,89.99,179.98
1694,2246,1,2021-08-26,2,129.99,259.98
1695,3884,8,2021-08-23,3,99.99,299.96999999999997
1696,1699,2,2022-09-25,2,199.99,399.98
1697,675,1,2021-11-20,1,129.99,129.99
1698,1100,1,2023-03-03,3,129.99,389.97
1699,307,5,2021-08-19,2,249.99,499.98
1700,2943,4,2023-02-14,2,39.99,79.98
1701,756,1,2022-02-28,3,129.99,389.97
1702,2208,5,2023-01-25,3,249.99,749.97
1703,1174,6,2021-12-12,3,149.99,449.97
1706,2011,4,2021-10-30,2,39.99,79.98
1707,2146,5,2022-03-17,2,249.99,499.98
1708,1321,2,2022-05-21,2,199.99,399.98
1709,1889,2,2021-11-20,3,199.99,599.97
1710,765,6,2022-08-21,3,149.99,449.97
1712,188,2,2020-04-04,1,199.99,199.99
1713,397,6,2020-06-24,1,149.99,149.99
1714,3899,4,2021-09-30,1,39.99,39.99
1715,3746,2,2021-09-07,1,199.99,199.99
1717,355,2,2020-10-22,1,199.99,199.99
1718,3016,8,2021-12-06,3,99.99,299.96999999999997
1719,550,6,2022-12-16,3,149.99,449.97
1720,1517,2,2022-04-15,1,199.99,199.99
1722,1672,2,2022-01-20,1,199.99,199.99
1723,709,2,2021-05-11,3,199.99,599.97
1724,3138,2,2022-12-19,1,199.99,199.99
1725,2815,4,2021-05-02,1,39.99,39.99
1726,1075,1,2022-10-22,3,129.99,389.97
1727,2682,6,2021-05-16,3,149.99,449.97
1728,380,4,2021-02-28,2,39.99,79.98
1729,2494,4,2022-01-04,3,39.99,119.97
1730,1366,8,2021-03-15,3,99.99,299.96999999999997
1731,2752,3,2020-12-14,2,179.99,359.98
1732,103,5,2022-03-27,3,249.99,749.97
1733,1720,1,2020-05-27,2,129.99,259.98
1734,58,1,2021-10-24,1,129.99,129.99
1735,411,3,2021-12-30,1,179.99,179.99
1737,586,4,2021-05-02,3,39.99,119.97
1738,1317,2,2022-02-04,3,199.99,599.97
1739,2028,2,2021-10-04,1,199.99,199.99
1740,503,3,2021-01-25,2,179.99,359.98
1741,1555,4,2021-04-26,1,39.99,39.99
1742,3610,7,2021-04-29,3,89.99,269.96999999999997
1743,113,5,2021-01-01,3,249.99,749.97
1745,3732,4,2020-07-05,2,39.99,79.98
1746,3694,6,2021-06-28,3,149.99,449.97
1747,44,4,2020-11-21,3,39.99,119.97
1750,1985,2,2022-06-02,1,199.99,199.99
1751,1601,2,2022-01-30,2,199.99,399.98
1752,3090,6,2022-02-18,3,149.99,449.97
1753,3692,1,2021-04-24,3,129.99,389.97
1754,2425,7,2022-03-10,1,89.99,89.99
1756,1616,2,2021-10-25,2,199.99,399.98
1757,1299,6,2020-10-31,3,149.99,449.97
1758,6,2,2020-06-18,3,199.99,599.97
1759,3282,6,2021-04-23,2,149.99,299.98
1760,1917,6,2021-08-20,3,149.99,449.97
1762,2795,8,2022-12-08,2,99.99,199.98
1763,3292,4,2022-09-10,1,39.99,39.99
1765,317,7,2022-09-06,2,89.99,179.98
1766,3083,8,2022-06-29,2,99.99,199.98
1767,2285,7,2021-09-22,2,89.99,179.98
1768,326,8,2023-02-06,2,99.99,199.98
1770,556,3,2020-05-04,2,179.99,359.98
1771,732,3,2021-09-11,2,179.99,359.98
1772,728,6,2021-12-27,1,149.99,149.99
1773,2265,7,2021-11-03,3,89.99,269.96999999999997
1774,1459,3,2022-12-01,1,179.99,179.99
1775,2774,3,2020-09-05,1,179.99,179.99
1776,1048,7,2021-04-01,2,89.99,179.98
1777,1675,3,2021-03-14,2,179.99,359.98
1778,938,6,2021-08-05,1,149.99,149.99
1779,75,1,2022-07-30,2,129.99,259.98
1780,1776,7,2021-08-10,1,89.99,89.99
1781,2141,5,2020-06-17,3,249.99,749.97
1782,1306,4,2022-07-24,2,39.99,79.98
1785,2188,1,2021-05-14,2,129.99,259.98
1786,3445,2,2021-01-17,1,199.99,199.99
1787,3423,6,2021-01-14,3,149.99,449.97
1788,3262,8,2021-01-14,3,99.99,299.96999999999997
1789,1244,5,2022-08-23,1,249.99,249.99
1790,2222,4,2022-05-18,3,39.99,119.97
1791,871,8,2022-04-10,1,99.99,99.99
1792,2630,7,2022-01-18,2,89.99,179.98
1793,2425,1,2021-12-30,2,129.99,259.98
1794,33,3,2021-02-13,2,179.99,359.98
1795,1675,5,2021-01-15,3,249.99,749.97
1796,770,7,2022-05-02,3,89.99,269.96999999999997
1797,2824,2,2023-02-08,3,199.99,599.97
1799,3055,3,2023-03-11,2,179.99,359.98
1800,3810,8,2020-06-13,1,99.99,99.99
1801,3764,6,2021-06-08,2,149.99,299.98
1802,2459,4,2020-10-18,1,39.99,39.99
1803,2452,6,2021-02-16,3,149.99,449.97
1804,2391,4,2021-02-12,2,39.99,79.98
1805,1266,8,2022-07-31,2,99.99,199.98
1808,2907,4,2021-12-16,3,39.99,119.97
1810,3969,8,2022-05-26,1,99.99,99.99
1813,2447,2,2022-05-03,3,199.99,599.97
1816,1769,4,2021-10-17,2,39.99,79.98
1817,2403,3,2020-11-21,2,179.99,359.98
1818,860,1,2020-10-15,2,129.99,259.98
1819,2466,4,2022-10-24,1,39.99,39.99
1821,1913,8,2022-07-01,3,99.99,299.96999999999997
1822,3204,3,2021-05-21,2,179.99,359.98
1823,489,6,2021-09-26,2,149.99,299.98
1824,24,6,2022-03-15,3,149.99,449.97
1825,3497,4,2023-01-12,3,39.99,119.97
1826,1135,2,2021-07-03,2,199.99,399.98
1827,2283,1,2022-09-19,3,129.99,389.97
1828,1702,4,2021-12-23,3,39.99,119.97
1829,45,5,2021-10-15,1,249.99,249.99
1831,1557,1,2022-10-17,2,129.99,259.98
1832,1739,3,2020-05-03,2,179.99,359.98
1833,2045,7,2021-09-01,1,89.99,89.99
1834,3347,6,2020-10-24,2,149.99,299.98
1835,3851,3,2022-04-05,2,179.99,359.98
1836,1087,7,2020-04-30,3,89.99,269.96999999999997
1837,749,8,2023-03-29,2,99.99,199.98
1838,2545,5,2021-01-05,2,249.99,499.98
1839,2121,5,2021-09-28,1,249.99,249.99
1840,38,8,2022-11-14,2,99.99,199.98
1842,3323,2,2022-01-27,1,199.99,199.99
1845,2462,7,2021-06-25,3,89.99,269.96999999999997
1846,3329,1,2021-03-01,3,129.99,389.97
1847,729,7,2021-08-05,3,89.99,269.96999999999997
1848,1148,6,2022-05-23,2,149.99,299.98
1849,2347,3,2021-01-26,2,179.99,359.98
1850,1755,1,2020-06-09,3,129.99,389.97
1851,611,1,2021-07-29,3,129.99,389.97
1853,3468,3,2022-12-01,2,179.99,359.98
1854,2189,2,2022-04-22,1,199.99,199.99
1855,3874,3,2022-04-15,1,179.99,179.99
1856,227,3,2021-10-21,3,179.99,539.97
1857,2592,4,2020-10-09,1,39.99,39.99
1858,1164,6,2021-03-10,2,149.99,299.98
1860,819,2,2022-01-26,2,199.99,399.98
1861,1680,7,2020-07-29,3,89.99,269.96999999999997
1864,32,4,2020-11-24,2,39.99,79.98
1865,105,3,2020-11-04,1,179.99,179.99
1866,2502,5,2020-09-16,1,249.99,249.99
1867,719,1,2021-12-15,1,129.99,129.99
1868,2891,4,2022-08-03,2,39.99,79.98
1869,1,1,2022-09-30,1,129.99,129.99
1870,152,4,2022-03-10,1,39.99,39.99
1871,3516,3,2021-06-21,1,179.99,179.99
1872,3855,6,2021-09-09,2,149.99,299.98
1873,159,7,2021-02-07,3,89.99,269.96999999999997
1874,3576,7,2022-03-16,1,89.99,89.99
1875,1566,5,2020-09-19,2,249.99,499.98
1876,1814,7,2021-06-13,3,89.99,269.96999999999997
1877,2715,2,2022-02-24,1,199.99,199.99
1878,2693,4,2021-04-07,3,39.99,119.97
1879,3934,1,2020-11-27,1,129.99,129.99
1881,701,6,2021-06-15,3,149.99,449.97
1882,1467,2,2021-04-17,3,199.99,599.97
1884,1243,3,2022-11-03,2,179.99,359.98
1885,2386,1,2020-10-14,3,129.99,389.97
1886,3874,5,2022-02-18,2,249.99,499.98
1887,811,6,2021-06-13,3,149.99,449.97
1888,1744,7,2021-04-22,1,89.99,89.99
1889,1232,4,2020-08-14,3,39.99,119.97
1890,1284,4,2021-01-05,2,39.99,79.98
1891,2319,5,2022-01-03,2,249.99,499.98
1892,8,2,2022-01-21,3,199.99,599.97
1893,2497,5,2021-12-30,2,249.99,499.98
1894,3542,1,2021-09-28,2,129.99,259.98
1895,3937,7,2021-12-10,1,89.99,89.99
1896,2566,3,2020-06-07,1,179.99,179.99
1897,2487,2,2020-12-29,3,199.99,599.97
1898,2735,4,2021-03-11,1,39.99,39.99
1899,1155,5,2021-02-07,3,249.99,749.97
1900,3353,4,2021-12-16,3,39.99,119.97
1902,1589,4,2022-01-03,3,39.99,119.97
1903,1437,5,2021-10-05,1,249.99,249.99
1904,2657,1,2021-09-10,2,129.99,259.98
1905,25,1,2022-06-02,1,129.99,129.99
1906,2175,3,2020-05-05,2,179.99,359.98
1907,3049,7,2022-01-11,3,89.99,269.96999999999997
1908,3863,6,2020-11-13,2,149.99,299.98
1909,719,7,2021-04-25,3,89.99,269.96999999999997
1910,3473,3,2022-03-06,2,179.99,359.98
1911,2413,8,2021-08-20,3,99.99,299.96999999999997
1912,3686,5,2021-08-29,3,249.99,749.97
1913,841,4,2021-09-08,1,39.99,39.99
1914,2839,2,2020-11-19,1,199.99,199.99
1915,1715,1,2022-01-14,3,129.99,389.97
1916,2347,1,2022-03-11,1,129.99,129.99
1917,2829,5,2020-11-02,1,249.99,249.99
1918,1631,5,2020-06-24,2,249.99,499.98
1919,2449,3,2023-02-12,1,179.99,179.99
1920,3656,4,2021-04-11,3,39.99,119.97
1921,454,4,2021-12-21,2,39.99,79.98
1922,1689,6,2022-12-04,1,149.99,149.99
1923,1743,1,2022-04-05,2,129.99,259.98
1924,1820,1,2020-06-29,1,129.99,129.99
1925,3371,5,2020-11-10,2,249.99,499.98
1926,1664,4,2022-03-08,1,39.99,39.99
1927,2084,1,2021-08-01,2,129.99,259.98
1928,1496,3,2020-09-23,1,179.99,179.99
1930,2693,5,2020-04-12,2,249.99,499.98
1931,212,8,2021-10-06,1,99.99,99.99
1932,1115,3,2023-03-01,1,179.99,179.99
1933,3687,7,2022-02-08,1,89.99,89.99
1934,2833,1,2022-08-03,2,129.99,259.98
1935,2631,7,2022-04-28,2,89.99,179.98
1937,2236,1,2022-01-23,3,129.99,389.97
1938,2356,2,2022-09-17,2,199.99,399.98
1940,3311,5,2021-08-09,1,249.99,249.99
1941,951,5,2022-03-20,1,249.99,249.99
1943,1655,1,2020-07-20,3,129.99,389.97
1944,1102,7,2021-01-02,3,89.99,269.96999999999997
1946,991,1,2023-03-21,2,129.99,259.98
1947,311,6,2022-06-21,2,149.99,299.98
1948,2029,8,2020-08-20,3,99.99,299.96999999999997
1949,2206,6,2021-11-17,3,149.99,449.97
1950,221,3,2022-03-06,2,179.99,359.98
1951,3808,6,2023-03-06,2,149.99,299.98
1952,3152,7,2022-10-18,2,89.99,179.98
1953,3136,6,2021-02-09,2,149.99,299.98
1954,1102,3,2021-01-05,3,179.99,539.97
1955,856,8,2021-04-10,3,99.99,299.96999999999997
1956,1513,7,2021-10-19,2,89.99,179.98
1957,14,7,2021-01-17,1,89.99,89.99
1958,1436,5,2022-09-10,1,249.99,249.99
1959,1442,6,2021-03-23,2,149.99,299.98
1961,2315,3,2021-03-26,1,179.99,179.99
1963,862,3,2022-12-05,3,179.99,539.97
1964,12,3,2021-10-28,3,179.99,539.97
1965,769,3,2021-05-29,1,179.99,179.99
1966,998,7,2022-07-02,1,89.99,89.99
1967,623,7,2021-06-12,1,89.99,89.99
1968,1211,1,2022-09-23,3,129.99,389.97
1969,753,2,2023-03-25,3,199.99,599.97
1970,1739,3,2021-08-10,3,179.99,539.97
1972,1249,6,2022-01-11,2,149.99,299.98
1973,1911,2,2021-08-27,2,199.99,399.98
1974,1634,6,2022-04-05,3,149.99,449.97
1976,2486,7,2022-02-17,1,89.99,89.99
1977,1378,6,2022-09-21,3,149.99,449.97
1978,3937,7,2021-07-06,3,89.99,269.96999999999997
1979,3750,2,2021-01-18,1,199.99,199.99
1980,3402,8,2020-11-12,1,99.99,99.99
1981,3799,4,2020-09-16,3,39.99,119.97
1982,1384,2,2022-06-30,2,199.99,399.98
1983,2631,3,2021-03-19,1,179.99,179.99
1985,2470,5,2020-11-16,1,249.99,249.99
1986,1466,2,2021-05-27,1,199.99,199.99
1987,3920,1,2020-12-31,1,129.99,129.99
1988,1541,1,2021-12-07,2,129.99,259.98
1989,3928,2,2023-02-26,1,199.99,199.99
1990,2210,2,2021-05-17,1,199.99,199.99
1991,2094,5,2022-01-01,2,249.99,499.98
1992,1511,2,2022-06-30,2,199.99,399.98
1993,701,6,2021-09-02,3,149.99,449.97
1994,72,7,2022-12-02,1,89.99,89.99
1995,2716,5,2023-02-27,2,249.99,499.98
1996,145,4,2021-08-28,2,39.99,79.98
1998,3138,8,2022-09-08,3,99.99,299.96999999999997
2000,3263,1,2020-11-08,2,129.99,259.98
2001,1860,6,2020-05-24,2,149.99,299.98
2002,3558,8,2021-07-18,2,99.99,199.98
2004,3976,6,2023-01-09,3,149.99,449.97
2005,317,1,2020-07-10,2,129.99,259.98
2006,2215,8,2021-08-15,1,99.99,99.99
2007,2635,8,2021-07-18,2,99.99,199.98
2008,2435,2,2022-07-25,1,199.99,199.99
2009,1506,4,2022-05-24,3,39.99,119.97
2010,2532,2,2020-05-21,2,199.99,399.98
2011,3762,6,2021-08-04,1,149.99,149.99
2012,3974,8,2020-09-01,1,99.99,99.99
2014,2411,2,2022-10-30,1,199.99,199.99
2015,139,1,2021-03-10,3,129.99,389.97
2016,3240,8,2021-01-21,1,99.99,99.99
2017,295,3,2021-06-16,2,179.99,359.98
2018,1749,5,2021-11-29,3,249.99,749.97
2019,2410,7,2021-10-20,3,89.99,269.96999999999997
2020,1362,1,2021-04-20,2,129.99,259.98
2021,1029,2,2021-03-15,3,199.99,599.97
2022,3980,8,2022-01-08,1,99.99,99.99
2023,249,8,2021-02-10,2,99.99,199.98
2024,322,3,2021-04-05,1,179.99,179.99
2025,2494,5,2020-04-11,3,249.99,749.97
2026,2248,2,2021-08-04,3,199.99,599.97
2027,1018,3,2022-04-19,1,179.99,179.99
2028,2581,4,2021-10-25,2,39.99,79.98
2029,2295,8,2023-03-24,1,99.99,99.99
2030,3989,3,2021-07-15,2,179.99,359.98
2031,3423,1,2021-01-26,2,129.99,259.98
2032,1651,3,2022-03-25,1,179.99,179.99
2033,1956,6,2023-03-25,3,149.99,449.97
2035,3833,2,2020-04-05,1,199.99,199.99
2036,1695,3,2022-09-15,3,179.99,539.97
2037,3397,1,2022-07-19,2,129.99,259.98
2038,1461,8,2021-06-12,2,99.99,199.98
2039,547,7,2020-10-03,1,89.99,89.99
2040,3780,6,2021-12-22,3,149.99,449.97
2041,3468,2,2021-05-15,2,199.99,399.98
2042,2894,8,2021-03-29,1,99.99,99.99
2043,1380,5,2022-03-02,2,249.99,499.98
2044,2776,7,2022-02-27,1,89.99,89.99
2045,101,2,2020-05-22,1,199.99,199.99
2046,1426,6,2022-12-20,2,149.99,299.98
2047,1690,4,2022-12-31,1,39.99,39.99
2048,3948,3,2020-11-14,1,179.99,179.99
2049,2435,3,2020-08-27,3,179.99,539.97
2050,2907,6,2022-03-20,3,149.99,449.97
2051,3736,5,2020-04-17,2,249.99,499.98
2052,2849,3,2021-05-24,3,179.99,539.97
2053,3045,7,2022-02-14,1,89.99,89.99
2054,1260,1,2020-07-05,1,129.99,129.99
2056,2262,7,2021-01-11,1,89.99,89.99
2057,801,6,2021-09-12,1,149.99,149.99
2058,2213,1,2023-03-30,1,129.99,129.99
2059,3495,5,2023-03-24,3,249.99,749.97
2060,3007,5,2022-11-23,1,249.99,249.99
2061,2918,4,2020-12-20,2,39.99,79.98
2062,1820,4,2022-08-06,1,39.99,39.99
2063,802,8,2023-02-21,2,99.99,199.98
2064,66,2,2021-03-14,1,199.99,199.99
2065,540,7,2021-02-24,3,89.99,269.96999999999997
2066,1299,2,2022-12-01,1,199.99,199.99
2067,467,3,2022-08-27,1,179.99,179.99
2068,1458,8,2022-04-02,3,99.99,299.96999999999997
2069,1514,2,2020-08-22,3,199.99,599.97
2070,2291,7,2022-02-27,3,89.99,269.96999999999997
2072,2279,7,2022-07-17,1,89.99,89.99
2073,2882,7,2021-11-03,1,89.99,89.99
2074,2063,6,2021-11-13,2,149.99,299.98
2075,2504,1,2022-07-02,1,129.99,129.99
2077,798,4,2022-03-07,3,39.99,119.97
2078,2179,3,2021-11-10,2,179.99,359.98
2080,2932,3,2022-02-20,1,179.99,179.99
2081,1055,5,2021-11-04,2,249.99,499.98
2083,562,7,2021-10-03,1,89.99,89.99
2085,3755,3,2020-08-25,3,179.99,539.97
2086,2699,5,2022-05-07,2,249.99,499.98
2087,2976,5,2021-04-03,2,249.99,499.98
2089,1525,6,2022-08-23,2,149.99,299.98
2090,3455,8,2021-04-07,3,99.99,299.96999999999997
2092,3645,3,2023-03-26,2,179.99,359.98
2095,3792,5,2023-03-02,2,249.99,499.98
2096,2057,4,2021-09-22,2,39.99,79.98
2097,2335,6,2021-10-17,1,149.99,149.99
2100,2803,7,2021-11-09,2,89.99,179.98
2101,3975,5,2022-10-30,3,249.99,749.97
2102,2613,4,2022-07-31,3,39.99,119.97
2103,3742,3,2021-01-19,3,179.99,539.97
2104,2058,5,2021-04-20,1,249.99,249.99
2105,924,6,2023-01-06,3,149.99,449.97
2107,1793,3,2022-04-29,1,179.99,179.99
2108,386,5,2022-10-02,3,249.99,749.97
2109,1592,6,2021-02-24,1,149.99,149.99
2110,2261,8,2021-11-05,2,99.99,199.98
2111,2435,4,2021-06-21,2,39.99,79.98
2112,2752,8,2022-12-26,3,99.99,299.96999999999997
2113,1451,8,2022-05-17,3,99.99,299.96999999999997
2114,2212,6,2020-05-14,1,149.99,149.99
2115,1876,2,2022-06-16,2,199.99,399.98
2117,12,7,2021-05-06,1,89.99,89.99
2118,1501,2,2021-07-10,1,199.99,199.99
2120,3216,5,2021-11-21,3,249.99,749.97
2121,1367,7,2021-09-27,1,89.99,89.99
2123,1936,8,2022-12-04,3,99.99,299.96999999999997
2124,1163,7,2021-07-04,2,89.99,179.98
2125,2553,6,2021-10-04,1,149.99,149.99
2126,1119,3,2020-11-18,1,179.99,179.99
2127,80,2,2021-09-01,2,199.99,399.98
2128,2935,1,2022-09-04,1,129.99,129.99
2129,2301,2,2021-02-09,2,199.99,399.98
2130,3589,2,2021-10-25,3,199.99,599.97
2131,922,5,2022-03-27,1,249.99,249.99
2134,1210,1,2022-05-13,1,129.99,129.99
2135,3343,2,2021-11-15,2,199.99,399.98
2136,2310,5,2021-10-25,2,249.99,499.98
2137,1596,7,2020-04-11,1,89.99,89.99
2138,3061,5,2022-09-13,3,249.99,749.97
2139,3406,6,2021-05-11,1,149.99,149.99
2140,3810,3,2021-11-30,1,179.99,179.99
2141,1048,6,2021-01-05,1,149.99,149.99
2142,3013,3,2020-04-20,2,179.99,359.98
2143,2882,1,2022-03-30,1,129.99,129.99
2144,1809,2,2022-07-15,3,199.99,599.97
2145,2981,5,2023-01-02,2,249.99,499.98
2146,3828,4,2021-08-11,2,39.99,79.98
2147,2578,4,2022-01-21,1,39.99,39.99
2148,1619,8,2020-11-15,3,99.99,299.96999999999997
2150,207,5,2021-01-09,1,249.99,249.99
2151,906,1,2022-03-01,1,129.99,129.99
2153,2965,7,2022-09-20,2,89.99,179.98
2154,2823,4,2023-01-23,1,39.99,39.99
2155,756,2,2020-12-05,2,199.99,399.98
2156,2921,8,2021-12-29,2,99.99,199.98
2158,849,7,2020-10-17,1,89.99,89.99
2161,1928,6,2021-11-17,2,149.99,299.98
2163,2286,7,2020-10-06,2,89.99,179.98
2164,1283,4,2022-08-20,2,39.99,79.98
2165,734,3,2022-02-07,3,179.99,539.97
2166,2075,2,2022-06-06,3,199.99,599.97
2168,3249,4,2020-09-30,1,39.99,39.99
2169,1329,7,2020-05-11,2,89.99,179.98
2170,2626,5,2022-10-29,1,249.99,249.99
2171,696,8,2021-03-09,1,99.99,99.99
2172,2406,4,2022-02-07,3,39.99,119.97
2174,2567,1,2022-09-30,2,129.99,259.98
2175,2402,6,2023-01-04,2,149.99,299.98
2177,1620,7,2022-10-03,1,89.99,89.99
2178,3537,6,2021-06-07,1,149.99,149.99
2179,2900,5,2022-09-06,2,249.99,499.98
2180,1269,5,2020-04-06,2,249.99,499.98
2181,3642,4,2022-08-12,3,39.99,119.97
2184,1480,2,2022-03-28,3,199.99,599.97
2186,1071,1,2020-06-16,2,129.99,259.98
2187,3847,5,2021-01-30,2,249.99,499.98
2188,846,3,2020-10-29,2,179.99,359.98
2189,3829,3,2022-05-17,2,179.99,359.98
2190,1600,5,2023-03-09,1,249.99,249.99
2191,3269,5,2021-12-23,1,249.99,249.99
2193,2772,1,2020-12-18,3,129.99,389.97
2194,1772,3,2022-06-29,2,179.99,359.98
2196,2064,4,2021-09-18,1,39.99,39.99
2198,322,2,2023-02-01,1,199.99,199.99
2199,2684,3,2023-03-09,3,179.99,539.97
2200,1990,8,2022-06-23,3,99.99,299.96999999999997
2201,2016,6,2022-03-19,3,149.99,449.97
2202,2277,3,2022-03-24,1,179.99,179.99
2203,477,3,2022-05-03,1,179.99,179.99
2204,2894,1,2022-05-11,2,129.99,259.98
2207,2062,1,2021-06-06,2,129.99,259.98
2208,2850,3,2023-02-07,1,179.99,179.99
2209,672,3,2022-10-02,1,179.99,179.99
2210,3562,6,2022-03-23,3,149.99,449.97
2211,61,5,2020-10-26,2,249.99,499.98
2212,2239,4,2023-03-20,2,39.99,79.98
2213,8,2,2021-11-21,3,199.99,599.97
2214,3767,4,2022-05-27,1,39.99,39.99
2215,2795,1,2020-10-19,1,129.99,129.99
2216,1024,7,2020-09-04,1,89.99,89.99
2218,54,7,2022-08-23,3,89.99,269.96999999999997
2219,3814,7,2021-09-04,3,89.99,269.96999999999997
2220,3983,8,2022-01-24,3,99.99,299.96999999999997
2221,1196,6,2023-01-01,3,149.99,449.97
2222,1783,7,2023-01-15,2,89.99,179.98
2223,2136,7,2022-10-19,1,89.99,89.99
2224,3478,8,2021-12-15,1,99.99,99.99
2225,1939,1,2021-07-20,1,129.99,129.99
2226,3844,2,2022-02-04,3,199.99,599.97
2227,3926,6,2020-05-14,2,149.99,299.98
2228,2336,7,2022-05-03,2,89.99,179.98
2229,1172,7,2022-02-28,2,89.99,179.98
2230,2931,6,2021-02-09,1,149.99,149.99
2231,3279,6,2022-12-14,2,149.99,299.98
2232,1466,1,2021-08-07,1,129.99,129.99
2234,1521,8,2021-10-15,3,99.99,299.96999999999997
2235,1524,3,2021-11-28,3,179.99,539.97
2236,923,5,2023-03-17,2,249.99,499.98
2237,1982,1,2022-08-23,1,129.99,129.99
2238,2676,8,2023-03-02,2,99.99,199.98
2240,547,4,2022-10-08,2,39.99,79.98
2241,1468,1,2020-12-16,1,129.99,129.99
2242,2441,3,2020-11-18,3,179.99,539.97
2243,2154,2,2020-05-28,2,199.99,399.98
2244,199,6,2021-10-03,2,149.99,299.98
2245,2790,7,2020-10-04,3,89.99,269.96999999999997
2246,2269,7,2021-02-12,1,89.99,89.99
2247,3526,5,2021-10-25,2,249.99,499.98
2248,2312,8,2021-12-15,1,99.99,99.99
2249,275,8,2021-04-09,1,99.99,99.99
2250,3331,6,2022-09-01,2,149.99,299.98
2252,2266,3,2022-03-15,1,179.99,179.99
2253,1159,2,2021-06-13,1,199.99,199.99
2254,2506,5,2022-07-04,1,249.99,249.99
2255,3794,1,2023-02-06,3,129.99,389.97
2256,2218,6,2022-11-04,1,149.99,149.99
2257,1971,6,2020-12-28,3,149.99,449.97
2258,3976,8,2021-09-29,2,99.99,199.98
2259,858,6,2020-06-09,2,149.99,299.98
2261,2663,7,2022-05-11,3,89.99,269.96999999999997
2262,1689,1,2021-10-07,3,129.99,389.97
2264,1871,7,2022-01-20,2,89.99,179.98
2265,788,8,2022-03-27,3,99.99,299.96999999999997
2266,3324,5,2021-05-18,1,249.99,249.99
2267,1492,3,2022-06-25,1,179.99,179.99
2268,1310,2,2022-01-07,3,199.99,599.97
2269,3448,7,2022-12-19,2,89.99,179.98
2270,1702,1,2022-04-05,1,129.99,129.99
2271,3981,5,2021-01-19,1,249.99,249.99
2272,3840,3,2021-10-17,1,179.99,179.99
2273,7,7,2022-07-20,3,89.99,269.96999999999997
2274,3812,4,2020-10-05,2,39.99,79.98
2275,3077,3,2022-08-04,2,179.99,359.98
2276,2828,5,2020-10-21,1,249.99,249.99
2277,3788,1,2020-09-23,1,129.99,129.99
2278,827,1,2022-05-02,2,129.99,259.98
2279,3158,8,2022-05-12,1,99.99,99.99
2280,140,4,2021-05-13,2,39.99,79.98
2281,528,3,2022-06-01,3,179.99,539.97
2282,1706,8,2022-02-27,1,99.99,99.99
2283,2339,2,2021-06-13,3,199.99,599.97
2284,2485,8,2022-05-16,2,99.99,199.98
2285,3387,6,2022-03-02,2,149.99,299.98
2286,552,5,2022-10-31,3,249.99,749.97
2287,2800,6,2021-04-06,3,149.99,449.97
2288,3498,6,2021-11-02,3,149.99,449.97
2289,1399,3,2022-11-11,3,179.99,539.97
2292,2222,7,2023-02-18,2,89.99,179.98
2293,791,5,2021-08-31,2,249.99,499.98
2295,3149,5,2022-08-03,2,249.99,499.98
2296,1490,2,2021-07-21,1,199.99,199.99
2297,3865,4,2021-03-02,1,39.99,39.99
2298,641,4,2022-07-14,2,39.99,79.98
2299,232,3,2021-04-01,1,179.99,179.99
