ResponseID,CustomerID,CampaignID,ResponseDate,Action
735,1799,39,2020-07-13,Visited Website
736,3286,27,2022-12-09,Ignored
737,1822,10,2022-08-07,Ignored
738,1302,40,2022-04-05,Purchased
739,2945,43,2021-04-16,Purchased
740,3591,44,2020-10-09,Clicked
741,255,48,2022-06-26,Visited Website
742,1138,32,2020-11-26,Clicked
743,3355,6,2022-07-26,Clicked
744,2571,1,2021-07-02,Ignored
745,2514,60,2022-02-24,Purchased
746,2159,46,2021-11-16,Purchased
747,1125,7,2023-01-12,Purchased
748,3117,8,2022-11-12,Ignored
749,1203,24,2021-07-16,Visited Website
750,2875,13,2022-12-08,Purchased
751,844,6,2022-07-14,Visited Website
752,3089,34,2020-10-13,Visited Website
753,3488,42,2022-09-27,Clicked
754,2225,43,2021-04-25,Clicked
755,941,11,2020-07-21,Clicked
756,1188,37,2020-08-17,Clicked
757,166,49,2023-02-09,Purchased
758,3738,7,2023-01-16,Ignored
759,2080,44,2020-10-01,Purchased
760,3558,19,2020-12-05,Ignored
761,225,47,2020-04-24,Ignored
762,3653,27,2022-12-17,Visited Website
763,627,5,2023-03-09,Ignored
764,1306,49,2023-02-11,Ignored
765,3121,30,2022-07-02,Visited Website
766,3418,57,2021-10-22,Clicked
767,688,16,2021-08-20,Clicked
768,1519,36,2021-06-30,Visited Website
769,814,34,2020-09-27,Visited Website
770,273,49,2023-02-23,Clicked
771,1785,54,2020-08-22,Purchased
772,3911,27,2022-12-06,Clicked
773,3439,59,2021-12-14,Ignored
774,3133,27,2022-12-11,Purchased
775,2212,40,2022-04-11,Visited Website
776,369,24,2021-07-20,Ignored
777,1465,36,2021-06-25,Purchased
778,91,8,2022-11-12,Visited Website
779,3192,60,2022-02-16,Visited Website
780,3030,58,2022-12-09,Purchased
781,2553,9,2022-05-22,Purchased
782,3177,46,2021-11-17,Visited Website
783,3130,14,2022-08-04,Ignored
784,3003,44,2020-10-07,Clicked
785,1042,55,2021-09-17,Purchased
786,2843,36,2021-07-02,Purchased
787,2979,60,2022-02-09,Clicked
788,2920,51,2022-01-26,Purchased
789,3249,38,2021-10-27,Purchased
790,2642,16,2021-08-27,Purchased
791,2310,12,2020-05-21,Purchased
792,990,29,2020-06-22,Ignored
793,395,9,2022-05-30,Ignored
794,1960,50,2020-10-07,Clicked
795,1149,12,2020-05-26,Visited Website
796,79,35,2020-05-04,Clicked
797,2809,59,2021-11-23,Ignored
798,2347,22,2022-05-12,Visited Website
799,1540,17,2022-07-11,Purchased
800,1279,17,2022-07-06,Clicked
801,1721,8,2022-11-16,Ignored
802,3747,60,2022-02-22,Purchased
803,1818,7,2023-01-15,Visited Website
804,3967,3,2021-01-07,Visited Website
805,3693,13,2022-12-13,Ignored
806,3805,54,2020-08-22,Visited Website
807,3542,30,2022-07-08,Visited Website
808,2996,50,2020-10-10,Visited Website
809,2179,24,2021-07-06,Ignored
810,1462,48,2022-06-28,Clicked
811,3954,4,2021-08-28,Visited Website
812,662,9,2022-05-23,Clicked
813,3706,15,2021-08-18,Purchased
814,1676,5,2023-03-06,Visited Website
815,372,3,2021-01-10,Visited Website
816,186,33,2021-07-01,Visited Website
817,3180,12,2020-05-30,Ignored
818,1829,9,2022-05-27,Visited Website
819,980,50,2020-10-11,Clicked
820,535,13,2022-12-13,Clicked
821,1932,18,2022-02-25,Visited Website
822,476,32,2020-11-24,Visited Website
823,3321,12,2020-05-20,Purchased
824,737,56,2023-01-02,Purchased
825,322,48,2022-06-29,Purchased
826,1278,47,2020-05-12,Clicked
827,1588,50,2020-10-02,Purchased
828,1971,40,2022-04-04,Purchased
829,3704,49,2023-02-14,Clicked
830,140,20,2021-03-03,Purchased
831,699,38,2021-10-31,Visited Website
832,3095,17,2022-07-09,Purchased
833,2615,44,2020-10-09,Visited Website
834,552,16,2021-08-29,Ignored
835,1043,60,2022-02-18,Visited Website
836,3804,6,2022-07-21,Purchased
837,3188,28,2020-11-19,Visited Website
838,3579,47,2020-05-06,Ignored
839,1900,10,2022-08-14,Purchased
840,3547,28,2020-11-19,Purchased
841,3151,2,2020-06-08,Purchased
842,338,53,2020-09-30,Clicked
843,2820,43,2021-04-18,Ignored
844,2255,3,2021-01-27,Ignored
845,568,57,2021-10-26,Visited Website
846,834,40,2022-04-05,Purchased
847,1641,31,2020-05-11,Clicked
848,3351,44,2020-10-02,Visited Website
849,1332,32,2020-12-02,Visited Website
850,2718,41,2021-07-27,Visited Website
851,3581,10,2022-08-20,Clicked
852,1523,52,2023-03-02,Ignored
853,1960,33,2021-07-15,Ignored
854,3579,50,2020-10-10,Purchased
855,164,15,2021-08-12,Clicked
856,721,50,2020-10-11,Purchased
857,1446,46,2021-11-11,Purchased
858,2947,21,2021-09-18,Ignored
859,2347,34,2020-10-07,Ignored
860,1333,26,2022-04-16,Purchased
861,3805,53,2020-10-01,Ignored
862,3632,11,2020-08-04,Ignored
863,564,41,2021-07-17,Clicked
864,444,5,2023-03-15,Clicked
865,1983,35,2020-05-15,Ignored
866,3430,27,2022-12-21,Visited Website
867,778,58,2022-12-08,Ignored
868,1863,11,2020-07-22,Clicked
869,2938,40,2022-03-31,Purchased
870,2920,14,2022-07-30,Ignored
871,2491,31,2020-05-09,Purchased
872,538,59,2021-12-01,Clicked
873,3696,41,2021-07-17,Clicked
874,334,40,2022-03-31,Visited Website
875,2359,3,2021-01-06,Purchased
876,1831,60,2022-02-14,Visited Website
877,2468,11,2020-07-17,Clicked
878,2773,9,2022-05-29,Visited Website
879,426,46,2021-11-13,Clicked
880,2945,46,2021-11-11,Ignored
881,1175,41,2021-07-18,Purchased
882,208,60,2022-02-15,Visited Website
883,2624,57,2021-10-30,Ignored
884,2620,38,2021-11-08,Clicked
885,301,45,2021-12-29,Clicked
886,1772,31,2020-05-21,Visited Website
887,2107,43,2021-05-07,Ignored
888,1943,8,2022-11-15,Ignored
889,2613,23,2022-06-02,Ignored
890,3322,24,2021-07-19,Ignored
891,3794,12,2020-05-16,Ignored
892,3626,2,2020-06-01,Purchased
893,497,11,2020-07-19,Clicked
894,1022,6,2022-07-29,Purchased
895,2060,36,2021-06-20,Visited Website
896,414,38,2021-11-13,Purchased
897,3014,60,2022-02-19,Clicked
898,1956,2,2020-06-17,Purchased
899,1787,9,2022-05-24,Visited Website
900,589,49,2023-02-09,Purchased
901,3118,43,2021-04-29,Visited Website
902,3978,21,2021-09-25,Ignored
903,1030,29,2020-06-12,Visited Website
904,2127,53,2020-10-03,Purchased
905,3840,32,2020-11-28,Visited Website
906,3523,55,2021-10-05,Visited Website
907,2498,38,2021-11-10,Visited Website
908,834,9,2022-05-24,Visited Website
909,659,52,2023-02-25,Visited Website
910,3272,60,2022-03-01,Visited Website
911,2972,42,2022-09-25,Visited Website
912,1379,17,2022-07-16,Ignored
913,850,59,2021-11-18,Purchased
914,1093,44,2020-10-07,Ignored
915,146,60,2022-02-19,Visited Website
916,2795,9,2022-05-29,Clicked
917,3653,24,2021-06-28,Purchased
918,3915,2,2020-06-04,Ignored
919,1415,41,2021-07-21,Clicked
920,3844,57,2021-10-22,Visited Website
921,151,2,2020-06-02,Ignored
922,1960,38,2021-11-11,Clicked
923,2705,60,2022-02-27,Ignored
924,2654,51,2022-01-30,Purchased
925,2598,11,2020-08-02,Clicked
926,3302,35,2020-05-05,Ignored
927,278,25,2021-10-13,Purchased
928,2843,34,2020-10-06,Visited Website
929,2777,15,2021-08-11,Visited Website
930,3941,58,2022-12-07,Purchased
931,60,26,2022-04-07,Purchased
932,1931,31,2020-05-14,Purchased
933,1249,11,2020-07-11,Clicked
934,3388,40,2022-04-01,Visited Website
935,1469,5,2023-03-08,Visited Website
936,327,14,2022-08-04,Clicked
937,3700,21,2021-09-16,Ignored
938,3095,39,2020-07-07,Clicked
939,1633,53,2020-09-27,Clicked
940,890,15,2021-08-17,Clicked
941,1068,49,2023-02-12,Clicked
942,3402,42,2022-09-20,Clicked
943,15,29,2020-06-28,Purchased
944,1641,56,2023-01-07,Clicked
945,1820,4,2021-08-27,Ignored
946,3225,32,2020-11-29,Ignored
947,19,51,2022-02-02,Clicked
948,2229,31,2020-05-05,Ignored
949,2397,25,2021-10-16,Ignored
950,3854,45,2021-12-29,Purchased
951,1795,9,2022-05-26,Purchased
952,822,50,2020-10-16,Visited Website
953,3431,10,2022-08-09,Ignored
954,947,3,2021-01-20,Visited Website
955,1133,52,2023-03-04,Purchased
956,993,41,2021-07-25,Clicked
957,1384,36,2021-06-25,Ignored
958,891,13,2022-12-02,Clicked
959,2901,32,2020-11-24,Clicked
960,1956,31,2020-05-07,Clicked
961,3998,33,2021-06-25,Visited Website
962,3408,28,2020-12-04,Clicked
963,3352,29,2020-06-27,Visited Website
964,2431,38,2021-11-13,Ignored
965,631,57,2021-10-25,Visited Website
966,3728,51,2022-02-09,Clicked
967,2357,33,2021-06-28,Ignored
968,991,51,2022-02-14,Clicked
969,3377,55,2021-09-18,Ignored
970,907,9,2022-05-29,Visited Website
971,394,26,2022-04-26,Purchased
972,1358,9,2022-05-26,Clicked
973,27,41,2021-07-18,Visited Website
974,1929,59,2021-11-30,Visited Website
975,2652,46,2021-11-10,Visited Website
976,3100,5,2023-03-08,Visited Website
977,1053,47,2020-05-12,Purchased
978,1775,49,2023-02-28,Visited Website
979,3919,13,2022-12-08,Visited Website
980,1922,17,2022-07-05,Purchased
981,297,46,2021-11-13,Clicked
982,3037,11,2020-07-18,Visited Website
983,1293,28,2020-11-25,Clicked
984,3915,42,2022-09-19,Clicked
985,2222,42,2022-09-20,Purchased
986,3956,20,2021-03-07,Purchased
987,1075,5,2023-03-17,Visited Website
988,352,11,2020-07-25,Purchased
989,2327,36,2021-06-26,Visited Website
990,2104,43,2021-05-01,Ignored
991,2436,25,2021-10-20,Purchased
992,962,35,2020-05-18,Purchased
993,2052,41,2021-07-25,Clicked
994,1921,32,2020-11-25,Ignored
995,2852,23,2022-05-29,Visited Website
996,711,1,2021-07-19,Visited Website
997,670,25,2021-10-23,Purchased
998,3125,1,2021-07-04,Ignored
999,891,25,2021-10-14,Ignored
1000,1161,23,2022-05-28,Visited Website
1001,440,12,2020-05-31,Clicked
1002,3400,11,2020-07-13,Ignored
1003,310,35,2020-05-11,Ignored
1004,3493,4,2021-09-12,Visited Website
1005,969,59,2021-11-30,Purchased
1006,3884,50,2020-10-05,Purchased
1007,479,53,2020-10-04,Visited Website
1008,778,14,2022-07-20,Visited Website
1009,73,41,2021-07-16,Clicked
1010,50,24,2021-07-18,Clicked
1011,3323,31,2020-05-28,Clicked
1012,1437,42,2022-09-24,Ignored
1013,3971,11,2020-07-29,Ignored
1014,2590,36,2021-06-20,Clicked
1015,2024,22,2022-04-28,Visited Website
1016,3363,51,2022-02-20,Visited Website
1017,3058,58,2022-12-09,Purchased
1018,2292,25,2021-10-25,Purchased
1019,2718,52,2023-03-03,Visited Website
1020,2347,42,2022-09-26,Clicked
1021,811,2,2020-06-02,Visited Website
1022,2841,44,2020-10-07,Ignored
1023,152,37,2020-08-26,Visited Website
1024,1450,12,2020-05-14,Visited Website
1025,1018,38,2021-11-01,Clicked
1026,3449,51,2022-02-08,Clicked
1027,809,37,2020-08-22,Ignored
1028,285,19,2020-12-09,Visited Website
1029,3422,18,2022-02-26,Purchased
1030,2329,50,2020-10-05,Ignored
1031,248,10,2022-08-01,Visited Website
1032,2756,56,2023-01-06,Visited Website
1033,2356,54,2020-08-18,Ignored
1034,1377,55,2021-10-06,Purchased
1035,404,25,2021-10-17,Purchased
1036,983,1,2021-07-08,Visited Website
1037,433,34,2020-09-29,Ignored
1038,3780,16,2021-08-24,Ignored
1039,18,5,2023-03-08,Visited Website
1040,631,41,2021-07-25,Clicked
1041,187,21,2021-09-24,Purchased
1042,301,48,2022-06-28,Visited Website
1043,2484,27,2022-12-18,Purchased
1044,2079,46,2021-11-13,Purchased
1045,2844,13,2022-12-02,Visited Website
1046,2979,39,2020-07-07,Visited Website
1047,3542,47,2020-04-23,Visited Website
1048,468,10,2022-08-18,Visited Website
1049,75,52,2023-02-25,Ignored
1050,3239,18,2022-02-28,Visited Website
1051,754,8,2022-11-21,Ignored
1052,3854,11,2020-07-23,Ignored
1053,1157,16,2021-08-21,Visited Website
1054,1138,16,2021-08-21,Visited Website
1055,3261,17,2022-07-17,Visited Website
1056,2692,30,2022-07-07,Ignored
1057,2045,60,2022-02-19,Ignored
1058,8,40,2022-04-01,Visited Website
1059,1244,33,2021-07-02,Clicked
1060,2057,23,2022-06-07,Ignored
1061,2585,9,2022-05-29,Ignored
1062,2204,1,2021-07-08,Purchased
1063,2030,6,2022-07-28,Ignored
1064,1303,38,2021-11-01,Visited Website
1065,2613,42,2022-10-03,Ignored
1066,1077,58,2022-12-05,Ignored
1067,3334,43,2021-05-04,Clicked
1068,2685,9,2022-05-29,Purchased
1069,968,51,2022-01-26,Ignored
1070,2381,12,2020-06-02,Clicked
1071,167,19,2020-12-15,Ignored
1072,2606,28,2020-12-01,Purchased
1073,1673,8,2022-11-19,Visited Website
1074,702,23,2022-06-08,Visited Website
1075,2667,41,2021-07-16,Purchased
1076,1179,14,2022-08-03,Clicked
1077,1594,10,2022-08-11,Ignored
1078,2936,1,2021-07-13,Visited Website
1079,197,6,2022-07-28,Ignored
1080,2603,14,2022-08-01,Purchased
1081,2307,34,2020-10-15,Ignored
1082,2410,29,2020-06-28,Ignored
1083,199,3,2021-01-18,Clicked
1084,3282,34,2020-10-05,Purchased
1085,2588,25,2021-10-29,Visited Website
1086,171,9,2022-05-25,Ignored
1087,380,8,2022-11-12,Ignored
1088,2618,2,2020-06-02,Clicked
1089,355,48,2022-07-05,Visited Website
1090,3950,8,2022-11-21,Clicked
1091,948,56,2023-01-07,Ignored
1092,3094,19,2020-12-02,Purchased
1093,3137,34,2020-09-25,Purchased
1094,892,3,2021-01-16,Purchased
1095,1965,56,2022-12-18,Ignored
1096,3306,53,2020-10-03,Visited Website
1097,3930,8,2022-11-20,Purchased
1098,3943,19,2020-12-06,Purchased
1099,718,26,2022-04-20,Clicked
1100,1805,8,2022-11-22,Purchased
1101,3132,57,2021-10-25,Visited Website
1102,1014,50,2020-10-17,Visited Website
1103,171,26,2022-04-11,Ignored
1104,1679,47,2020-05-15,Clicked
1105,3034,57,2021-10-25,Ignored
1106,2900,44,2020-10-11,Clicked
1107,3191,43,2021-04-21,Visited Website
1108,3547,51,2022-02-06,Purchased
1109,2448,40,2022-04-08,Visited Website
1110,866,58,2022-12-09,Purchased
1111,2676,60,2022-02-13,Clicked
1112,2908,21,2021-09-19,Ignored
1113,1412,19,2020-12-13,Clicked
1114,576,23,2022-05-29,Ignored
1115,3008,33,2021-07-12,Clicked
1116,2715,41,2021-07-26,Visited Website
1117,1140,21,2021-09-15,Purchased
1118,1088,33,2021-06-26,Purchased
1119,281,34,2020-10-11,Ignored
1120,56,53,2020-09-30,Clicked
1121,3831,57,2021-10-28,Ignored
1122,1942,1,2021-07-19,Clicked
1123,2203,3,2021-01-20,Clicked
1124,1606,43,2021-04-19,Purchased
1125,2144,12,2020-05-31,Visited Website
1126,3108,9,2022-05-25,Ignored
1127,670,31,2020-05-15,Purchased
1128,2391,16,2021-08-20,Visited Website
1129,3653,23,2022-06-08,Visited Website
1130,906,13,2022-12-13,Purchased
1131,1040,41,2021-07-22,Purchased
1132,743,18,2022-02-25,Ignored
1133,3339,26,2022-04-11,Visited Website
1134,3515,32,2020-11-24,Visited Website
1135,1457,46,2021-11-16,Ignored
1136,3692,48,2022-06-27,Visited Website
1137,3939,39,2020-07-07,Ignored
1138,1357,51,2022-01-26,Visited Website
1139,913,19,2020-11-25,Visited Website
1140,1561,14,2022-08-06,Clicked
1141,3891,42,2022-09-20,Purchased
1142,3568,55,2021-10-11,Purchased
1143,974,31,2020-05-19,Purchased
1144,1782,47,2020-05-11,Visited Website
1145,2091,4,2021-09-19,Purchased
1146,2289,17,2022-07-14,Visited Website
1147,23,20,2021-03-16,Ignored
1148,2001,38,2021-11-02,Clicked
1149,2886,12,2020-05-26,Ignored
1150,1946,32,2020-11-24,Purchased
1151,2763,17,2022-07-16,Clicked
1152,937,43,2021-04-24,Ignored
1153,3152,54,2020-08-16,Clicked
1154,2972,31,2020-05-31,Clicked
1155,2097,13,2022-12-02,Clicked
1156,1768,9,2022-05-24,Clicked
1157,1584,46,2021-11-18,Purchased
1158,2508,7,2023-01-26,Visited Website
1159,1202,41,2021-07-23,Visited Website
1160,1156,15,2021-08-11,Clicked
1161,3610,7,2023-01-21,Visited Website
1162,3710,56,2022-12-29,Clicked
1163,455,38,2021-11-07,Ignored
1164,709,15,2021-08-17,Clicked
1165,81,1,2021-07-04,Visited Website
1166,1546,15,2021-08-17,Ignored
1167,2850,17,2022-07-02,Ignored
1168,1602,47,2020-05-17,Visited Website
1169,2841,33,2021-07-04,Visited Website
1170,2796,19,2020-12-12,Visited Website
1171,2376,15,2021-08-19,Purchased
1172,1143,10,2022-08-03,Purchased
1173,3720,3,2021-01-21,Purchased
1174,1376,39,2020-07-06,Clicked
1175,640,34,2020-10-07,Visited Website
1176,616,60,2022-02-09,Clicked
1177,826,38,2021-11-05,Ignored
1178,159,50,2020-10-06,Ignored
1179,1918,4,2021-08-31,Purchased
1180,647,18,2022-02-26,Ignored
1181,768,50,2020-10-03,Visited Website
1182,3864,9,2022-05-26,Ignored
1183,876,50,2020-10-17,Ignored
1184,1130,9,2022-05-22,Visited Website
1185,1489,27,2022-12-06,Purchased
1186,2845,10,2022-08-14,Ignored
1187,2797,6,2022-07-24,Clicked
1188,1520,35,2020-05-16,Ignored
1189,2387,35,2020-05-02,Purchased
1190,3051,2,2020-05-31,Visited Website
1191,2107,45,2021-12-31,Clicked
1192,3715,4,2021-08-31,Purchased
1193,3605,27,2022-12-21,Visited Website
1194,1638,28,2020-11-29,Clicked
1195,313,44,2020-10-11,Visited Website
1196,725,34,2020-10-10,Visited Website
1197,3454,54,2020-08-26,Ignored
1198,1539,42,2022-09-18,Visited Website
1199,363,54,2020-08-24,Visited Website
1200,3282,32,2020-11-30,Clicked
1201,2675,50,2020-10-17,Visited Website
1202,3322,34,2020-09-26,Clicked
1203,3052,2,2020-06-09,Clicked
1204,2480,59,2021-12-10,Purchased
1205,1270,32,2020-11-26,Purchased
1206,1993,20,2021-02-27,Purchased
1207,1629,1,2021-07-19,Visited Website
1208,2053,15,2021-08-12,Clicked
1209,2198,13,2022-12-05,Purchased
1210,592,9,2022-05-29,Clicked
1211,1488,52,2023-03-03,Purchased
1212,345,58,2022-12-05,Purchased
1213,3103,8,2022-11-17,Visited Website
1214,2336,27,2022-12-18,Visited Website
1215,1039,48,2022-06-30,Ignored
1216,2203,5,2023-03-20,Ignored
1217,1741,51,2022-02-01,Ignored
1218,3187,25,2021-10-24,Clicked
1219,552,21,2021-09-16,Purchased
1220,2295,45,2021-12-25,Purchased
1221,2464,30,2022-07-07,Visited Website
1222,182,27,2022-12-09,Visited Website
1223,3859,50,2020-10-03,Visited Website
1224,2305,20,2021-03-03,Clicked
1225,2740,53,2020-09-28,Ignored
1226,2568,19,2020-12-09,Clicked
1227,1559,26,2022-04-16,Visited Website
1228,3811,42,2022-09-30,Clicked
1229,3400,32,2020-11-25,Clicked
1230,982,59,2021-12-02,Visited Website
1231,3657,20,2021-02-23,Ignored
1232,3603,41,2021-07-20,Clicked
1233,2627,21,2021-09-21,Clicked
1234,611,12,2020-05-31,Visited Website
1235,1596,41,2021-07-23,Ignored
1236,81,57,2021-10-31,Clicked
1237,2082,14,2022-08-09,Visited Website
1238,3385,3,2021-01-23,Clicked
1239,2566,30,2022-07-02,Visited Website
1240,3276,27,2022-12-14,Purchased
1241,3440,31,2020-05-12,Ignored
1242,537,55,2021-10-08,Visited Website
1243,373,4,2021-08-28,Ignored
1244,166,47,2020-05-04,Purchased
1245,1252,44,2020-10-01,Clicked
1246,3060,60,2022-02-12,Purchased
1247,2633,4,2021-09-05,Ignored
1248,1907,36,2021-06-23,Ignored
1249,3209,29,2020-06-24,Visited Website
1250,2284,54,2020-08-27,Purchased
1251,3307,32,2020-12-02,Visited Website
1252,1390,1,2021-07-13,Ignored
1253,1416,4,2021-09-01,Ignored
1254,2190,25,2021-10-14,Clicked
1255,1535,8,2022-11-14,Ignored
1256,2173,19,2020-12-06,Ignored
1257,3040,56,2023-01-05,Purchased
1258,1562,49,2023-02-12,Visited Website
1259,1023,4,2021-09-15,Purchased
1260,802,49,2023-02-27,Clicked
1261,218,28,2020-11-24,Clicked
1262,567,44,2020-10-03,Purchased
1263,657,16,2021-08-21,Clicked
1264,2795,41,2021-07-22,Visited Website
1265,1558,7,2023-01-24,Purchased
1266,3129,9,2022-05-22,Visited Website
1267,3595,50,2020-10-02,Ignored
1268,327,48,2022-07-06,Purchased
1269,3648,6,2022-07-20,Clicked
1270,2955,19,2020-11-29,Visited Website
1271,3706,41,2021-07-15,Visited Website
1272,2976,14,2022-07-29,Ignored
1273,3553,18,2022-02-28,Ignored
1274,799,6,2022-07-19,Ignored
1275,634,49,2023-02-28,Ignored
1276,2988,48,2022-07-03,Clicked
1277,2231,28,2020-11-24,Ignored
1278,3139,21,2021-09-16,Purchased
1279,3085,43,2021-04-24,Clicked
1280,3587,8,2022-11-19,Purchased
1281,563,10,2022-08-12,Purchased
1282,2010,38,2021-11-07,Clicked
1283,3778,7,2023-01-08,Visited Website
1284,3871,17,2022-07-15,Ignored
1285,1586,25,2021-10-28,Visited Website
1286,2816,26,2022-04-19,Clicked
1287,2886,35,2020-05-02,Ignored
1288,1150,16,2021-08-22,Purchased
1289,1507,47,2020-05-08,Visited Website
1290,3228,37,2020-08-13,Clicked
1291,2619,29,2020-06-28,Clicked
1292,1854,56,2022-12-28,Ignored
1293,2336,50,2020-10-15,Purchased
1294,3488,47,2020-04-28,Purchased
1295,3142,18,2022-03-01,Clicked
1296,2842,55,2021-10-02,Purchased
1297,35,36,2021-06-24,Visited Website
1298,2618,17,2022-07-16,Visited Website
1299,121,28,2020-11-18,Purchased
1300,420,27,2022-12-17,Purchased
1301,50,12,2020-05-19,Clicked
1302,933,3,2021-01-20,Purchased
1303,2064,25,2021-10-27,Purchased
1304,2933,37,2020-08-25,Ignored
1305,3946,13,2022-12-13,Visited Website
1306,1199,57,2021-10-27,Ignored
1307,1329,52,2023-03-01,Ignored
1308,434,20,2021-03-05,Clicked
1309,627,48,2022-07-01,Purchased
1310,2996,48,2022-06-29,Clicked
1311,777,3,2021-01-11,Visited Website
1312,1514,49,2023-02-18,Clicked
1313,294,59,2021-11-26,Ignored
1314,2663,36,2021-06-30,Ignored
1315,3379,49,2023-02-21,Clicked
1316,658,12,2020-05-19,Purchased
1317,922,23,2022-06-03,Visited Website
1318,643,45,2021-12-25,Purchased
1319,3527,21,2021-09-17,Purchased
1320,2474,17,2022-07-13,Clicked
1321,966,58,2022-12-09,Clicked
1322,3545,58,2022-12-08,Purchased
1323,242,33,2021-06-26,Ignored
1324,3330,15,2021-08-16,Purchased
1325,2382,2,2020-06-16,Clicked
1326,1342,7,2023-01-26,Ignored
1327,3936,7,2023-01-08,Clicked
1328,2434,13,2022-12-05,Clicked
1329,2583,60,2022-02-22,Ignored
1330,213,19,2020-11-28,Purchased
1331,1600,35,2020-04-28,Purchased
1332,3500,36,2021-06-24,Clicked
1333,1202,53,2020-09-28,Purchased
1334,2694,3,2021-01-08,Clicked
1335,2336,9,2022-05-22,Visited Website
1336,199,31,2020-05-07,Purchased
1337,2222,17,2022-07-06,Clicked
1338,3486,20,2021-03-05,Ignored
1339,1973,12,2020-05-12,Clicked
1340,1141,60,2022-02-10,Clicked
1341,2522,31,2020-05-05,Purchased
1342,3272,25,2021-10-22,Clicked
1343,3525,2,2020-06-07,Ignored
1344,1546,49,2023-02-11,Ignored
1345,3478,55,2021-10-04,Ignored
1346,2793,8,2022-11-23,Visited Website
1347,1555,21,2021-09-24,Purchased
1348,1641,14,2022-08-04,Ignored
1349,2829,25,2021-10-12,Visited Website
1350,1029,39,2020-07-04,Visited Website
1351,3907,25,2021-10-17,Visited Website
1352,1183,42,2022-09-27,Purchased
1353,497,39,2020-07-13,Purchased
1354,2158,33,2021-07-05,Ignored
1355,1152,39,2020-07-13,Ignored
1356,3083,22,2022-05-05,Ignored
1357,1868,42,2022-09-24,Purchased
1358,2292,51,2022-01-31,Clicked
1359,17,37,2020-08-16,Ignored
1360,474,46,2021-11-12,Clicked
1361,1506,46,2021-11-11,Purchased
1362,2333,3,2021-01-09,Visited Website
1363,3839,2,2020-06-04,Purchased
1364,2457,41,2021-07-20,Purchased
1365,935,47,2020-04-30,Purchased
1366,107,54,2020-08-12,Visited Website
1367,3268,55,2021-10-13,Ignored
1368,2997,14,2022-07-30,Purchased
1369,3941,45,2021-12-28,Ignored
1370,2256,59,2021-12-11,Clicked
1371,1082,52,2023-03-03,Ignored
1372,1631,59,2021-12-01,Purchased
1373,3481,51,2022-02-18,Ignored
1374,3882,44,2020-09-30,Ignored
1375,407,15,2021-08-20,Visited Website
1376,194,5,2023-03-24,Visited Website
1377,3458,60,2022-02-26,Clicked
1378,539,24,2021-07-25,Ignored
1379,1302,22,2022-04-30,Ignored
1380,2558,10,2022-08-05,Clicked
1381,2515,40,2022-04-01,Purchased
1382,3012,60,2022-02-14,Clicked
1383,649,27,2022-12-15,Clicked
1384,3270,9,2022-05-21,Visited Website
1385,817,3,2021-01-28,Ignored
1386,610,21,2021-09-26,Ignored
1387,2664,6,2022-07-25,Ignored
1388,773,15,2021-08-17,Visited Website
1389,3961,55,2021-10-07,Visited Website
1390,1155,29,2020-06-24,Clicked
1391,1774,11,2020-07-19,Ignored
1392,575,30,2022-07-20,Clicked
1393,17,5,2023-03-20,Ignored
1394,3350,34,2020-09-29,Ignored
1395,990,6,2022-07-14,Clicked
1396,2247,14,2022-07-24,Ignored
1397,3746,21,2021-09-26,Clicked
1398,3881,53,2020-09-26,Purchased
1399,785,38,2021-11-06,Ignored
1400,2484,49,2023-02-26,Ignored
1401,3972,58,2022-12-10,Visited Website
1402,303,49,2023-02-24,Ignored
1403,3100,22,2022-05-06,Clicked
1404,1225,18,2022-02-26,Purchased
1405,1472,11,2020-07-16,Ignored
1406,1884,48,2022-07-01,Clicked
1407,1646,42,2022-10-03,Visited Website
1408,3365,2,2020-06-01,Visited Website
1409,3761,27,2022-12-16,Ignored
1410,727,6,2022-07-08,Ignored
1411,1600,36,2021-07-03,Ignored
1412,2595,22,2022-05-12,Purchased
1413,142,46,2021-11-17,Ignored
1414,2683,22,2022-04-28,Ignored
1415,1937,60,2022-02-18,Clicked
1416,2189,50,2020-10-03,Clicked
1417,807,31,2020-05-22,Purchased
1418,3030,35,2020-04-28,Purchased
1419,3009,29,2020-06-27,Visited Website
1420,1770,59,2021-11-27,Visited Website
1421,3583,41,2021-07-16,Ignored
1422,3146,59,2021-12-07,Ignored
1423,1590,11,2020-08-05,Visited Website
1424,395,42,2022-09-25,Visited Website
1425,3266,31,2020-05-17,Visited Website
1426,2215,6,2022-08-03,Visited Website
1427,944,10,2022-08-13,Ignored
1428,2083,34,2020-10-14,Ignored
1429,1981,31,2020-05-15,Purchased
1430,2926,49,2023-02-20,Ignored
1431,875,37,2020-08-12,Ignored
1432,426,34,2020-09-29,Clicked
1433,1977,27,2022-12-14,Purchased
1434,2955,6,2022-07-21,Purchased
1435,2549,15,2021-08-18,Visited Website
1436,184,52,2023-02-27,Purchased
1437,3242,23,2022-06-09,Ignored
1438,829,25,2021-10-30,Purchased
1439,3867,39,2020-07-04,Visited Website
1440,1824,30,2022-07-23,Visited Website
1441,1863,46,2021-11-11,Clicked
1442,3841,23,2022-05-25,Clicked
1443,3600,32,2020-11-26,Visited Website
1444,3523,27,2022-12-09,Clicked
1445,1368,43,2021-04-26,Ignored
